District,TOTALREV,TFEDREV,C14,C15,C16,C17,C19,B11,C20,C25,C36,B10,B12,B13,TSTREV,C01,C04,C05,C06,C07,C08,C09,C10,C11,C12,C13,C24,C35,C38,C39,TLOCREV,T02,T06,T09,T15,T40,T99,D11,D23,A07,A08,A09,A11,A13,A15,A20,A40,U11,U22,U30
FULLERTON JT UNION HIGH SCHOOL DIST,200142,9086,2828,2381,545,0,279,125,824,2649,0,0,0,0,86048,65825,67,0,956,0,0,58,185,0,0,14418,0,0,4539,0,105008,0,74822,0,0,0,0,10833,9798,0,0,443,0,0,0,793,389,0,2826,0
GARDEN GROVE UNIF SCHOOL DIST,647989,50729,16804,8964,1278,386,385,1879,5344,17353,0,0,0,0,401845,297982,280,24030,3012,0,0,0,1241,0,0,58597,0,0,16703,0,195415,0,148011,0,0,0,0,663,29692,15,0,2449,0,0,0,99,845,0,6826,0
HUNTINGTON BCH CITY ELEM SCHOOL DIST,87782,2898,406,1291,139,0,0,34,332,835,0,0,0,0,19155,10254,27,0,485,0,0,0,45,0,0,6214,0,0,2130,0,65729,0,51448,0,0,0,0,1916,3386,0,13,1089,0,0,0,538,1017,3168,1471,0
HUNTINGTON BEACH UHS DIST,267103,16551,2215,9759,170,0,270,169,1795,2335,0,0,8,0,99526,37471,84,27780,1122,0,0,9,289,0,0,26866,0,0,5905,0,151026,0,121323,0,0,0,0,3539,16686,602,0,971,0,0,0,218,1954,0,1383,0
LAGUNA BEACH UNIF SCHOOL DIST,69557,1019,192,636,50,0,0,20,14,157,0,0,0,0,7071,1391,26,0,201,0,0,0,8,0,0,3832,0,0,1613,0,61467,0,56569,0,0,0,0,1414,0,0,322,511,0,0,0,2,50,0,742,0
LA HABRA CITY ELEM SCH DIST,66439,6098,1836,1079,194,0,0,285,515,2383,0,0,0,0,34332,26457,45,0,391,0,0,0,186,0,0,5414,0,0,1839,0,26009,0,21103,0,0,0,0,2599,415,0,0,275,0,0,0,1,0,0,322,0
LOS ALAMITOS UNIF SCH DIST,125736,6313,287,1625,24,0,24,24,73,748,0,3532,0,0,55256,35610,49,5321,699,0,0,0,45,0,0,10011,0,0,3521,0,64167,0,51993,0,0,0,0,196,829,0,0,1669,0,0,0,1,202,0,1685,0
MAGNOLIA ELEM SCH DIST,91555,7796,1962,1373,230,0,0,197,317,3819,0,0,0,128,60352,44601,49,3080,418,0,0,0,249,0,0,9787,0,0,2168,0,23407,0,17318,0,0,0,0,943,3531,0,0,9,0,0,0,0,0,0,751,0
OCEAN VIEW ELEM SCH DIST,113747,6177,1489,1724,238,0,0,262,842,1860,0,0,0,0,39119,25192,54,28,590,0,0,0,135,0,0,10239,0,0,2881,0,68451,0,47056,0,0,0,0,4888,3527,0,67,781,0,0,0,2804,2381,0,1450,0
ORANGE UNIFIED SCH DIST,361923,17691,5035,5951,842,0,191,707,271,5517,0,0,19,0,130747,72908,280,14791,1889,0,0,5,405,992,0,30271,0,0,9206,0,213485,0,170826,0,0,0,0,0,17387,0,158,1502,0,0,0,3,527,0,6772,0
PLACENTIA-YORBA LINDA UNIFIED,351754,19488,2958,6233,509,0,131,549,4094,5345,0,0,0,178,151936,92200,129,16948,1792,0,0,0,385,3820,0,28074,0,0,8588,0,180330,0,137382,0,0,0,0,154,22637,0,64,2057,0,0,0,96,1431,0,2017,0
SAVANNA ELEM SCH DIST,35523,2341,551,627,86,0,0,103,75,985,0,0,0,0,20787,12894,10,1193,159,0,0,0,73,3183,0,2496,0,0,779,0,12395,0,9589,0,0,0,0,0,1796,0,0,161,0,0,0,22,72,0,263,0
TUSTIN UNIFIED SCH DIST,336754,13328,3007,4374,484,0,125,89,905,4828,0,0,0,0,126473,72662,148,13782,1840,0,0,0,399,3302,0,26673,0,0,7667,0,196953,0,142080,0,0,0,1992,85,14527,0,0,1463,0,0,0,5237,1257,0,4956,0
WESTMINSTER SCHOOL DISTRICT,161352,10684,2850,1884,194,0,0,435,898,4542,0,0,0,75,81264,60909,63,338,659,0,0,0,313,714,0,14896,0,0,3372,0,69404,0,28776,0,0,0,0,5058,11295,0,0,557,0,0,0,0,255,16409,2564,0
NORTH ORANGE COUNTY ROP JPA,17401,4,0,0,0,0,4,0,0,0,0,0,0,0,887,0,0,0,0,0,0,0,0,0,0,887,0,0,0,0,16510,0,0,0,0,0,0,14123,0,0,0,0,0,0,0,653,0,0,382,0
COASTLINE ROP JPA,10687,0,0,0,0,0,0,0,0,0,0,0,0,0,1564,0,0,0,0,0,0,0,0,0,0,1564,0,0,0,0,9123,0,0,0,0,0,0,8827,0,0,0,0,0,0,0,0,0,0,116,0
GREATER ANAHEIM SELPA JPA,2005,260,0,207,0,0,0,0,53,0,0,0,0,0,1708,0,0,1653,0,0,0,0,0,0,0,55,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0
COLLEGE AND CAREER ADVANTAGE,4233,0,0,0,0,0,0,0,0,0,0,0,0,0,1940,0,0,0,0,0,0,0,0,0,0,1940,0,0,0,0,2293,0,0,0,0,0,0,1766,0,0,0,0,0,0,0,0,0,0,20,0
SANTA ANA UNI SCH DIST,802702,77401,17486,11882,2183,0,498,445,9587,33690,0,0,0,3813,505276,376650,274,28425,3350,0,0,0,2349,0,0,75334,0,0,18894,0,220025,0,175578,0,0,0,0,0,23450,0,0,810,0,0,0,88,2482,0,5680,0
NEWPORT MESA UNIFIED SCH DIST,364641,16958,3740,4915,503,0,124,631,1815,5733,0,0,0,0,52423,13067,166,11806,1464,0,0,0,371,903,0,15312,0,0,9334,0,295260,0,271495,0,0,0,0,0,7469,0,0,1750,0,0,0,53,1007,0,4189,0
IRVINE UNIFIED SCHOOL DIST,508026,15447,2541,6609,445,0,121,1057,2008,3111,0,0,0,0,144951,47274,259,12769,2551,0,0,0,242,36720,0,33079,0,0,12057,0,347628,0,259695,0,0,0,30017,473,12523,0,191,6579,0,0,0,46,1853,127,7229,0
SADDLEBACK VALLEY UNIFIED SCHOOL DIST,362530,14874,2639,7096,769,0,154,589,1060,3329,0,0,0,7,112647,51845,141,16876,1837,0,0,8,245,512,0,32453,0,0,8730,0,235009,0,200621,0,0,0,0,0,5497,0,80,2192,0,0,0,13554,935,0,2875,0
ACKERMAN ELEM SCH DIST,6545,232,24,86,5,0,0,0,10,112,0,0,0,0,4062,3308,5,0,49,0,0,0,9,0,0,691,0,0,0,0,2251,0,1499,0,0,0,0,162,50,0,0,83,0,0,0,45,0,0,56,0
ALTA DUTCH FLAT UNION ELEM SCH DIST,1396,98,54,25,6,0,0,0,15,0,0,0,0,4,724,531,1,0,8,0,0,0,0,0,0,139,0,0,45,0,574,0,490,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,20,0
AUBURN UNION ELEM SCH DIST,26645,1626,357,417,97,0,0,35,113,704,0,0,0,0,9618,6320,13,0,124,0,0,0,53,0,0,2489,0,0,619,0,15401,0,11181,0,0,0,0,421,595,0,25,159,0,0,0,0,42,0,2449,0
COLFAX ELEM SCH DIST,5659,338,129,68,15,0,0,0,42,91,0,0,0,8,2923,2308,3,0,21,0,0,0,7,0,0,474,0,0,110,0,2398,0,2141,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,12,0
DRY CREEK JT ELEM SCH DIST,83459,2045,636,1127,150,0,0,137,145,0,0,0,0,0,53011,39347,34,0,494,0,0,0,0,0,0,10971,0,0,2165,0,28403,0,22915,0,0,0,0,1946,0,0,26,0,0,0,0,2158,66,0,524,0
EUREKA UNION ELEM SCH DIST,39306,818,136,554,45,0,0,23,105,0,0,0,0,0,18991,13113,20,0,240,0,0,0,0,0,0,4525,0,0,1093,0,19497,0,15705,0,0,0,0,1074,4,0,190,0,0,0,0,6,517,0,245,0
FORESTHILL UNION ELEM SCHOOL DIST,5836,292,83,82,16,0,0,0,31,76,0,0,0,20,3209,1710,4,0,49,0,0,0,6,823,0,498,0,0,119,0,2335,0,1794,0,0,0,0,159,0,0,11,25,0,0,0,5,0,0,57,0
WESTERN PLACER UNIFIED SCHOOL DIST,108523,3451,823,1375,142,0,39,50,155,1009,0,0,0,0,35301,22365,40,0,499,0,0,14,71,0,0,10180,0,0,2132,0,69771,0,56898,0,0,0,5756,0,1044,0,72,675,0,0,0,0,162,0,1956,0
LOOMIS UNION SCHOOL DISTRICT,36807,730,107,377,33,0,0,0,14,232,0,0,0,0,19541,14825,0,0,209,0,0,0,14,0,0,3667,0,0,826,0,16536,0,14455,0,0,0,0,0,399,0,0,301,0,0,0,210,93,0,120,0
NEWCASTLE ELEM SCH DIST,17033,230,64,98,8,0,0,0,3,65,0,0,0,0,8881,7946,4,5,31,0,0,0,5,0,0,722,0,0,168,0,7922,0,7534,0,0,0,0,0,0,0,0,75,0,0,0,0,42,0,83,0
PLACER HILLS UNION ELEM SCH DIST,9550,355,70,146,16,0,0,0,28,111,0,0,0,0,2610,1357,6,0,53,0,0,0,8,0,0,961,0,0,225,0,6585,0,5818,0,0,0,0,0,0,0,44,53,0,0,0,0,182,0,71,0
PLACER UNION HIGH SCHOOL DIST,61073,1602,312,586,99,0,61,0,164,442,0,0,0,37,19744,10525,26,0,272,0,0,16,34,0,0,7428,0,0,1443,0,39727,0,31661,0,0,0,0,1826,792,214,0,487,0,0,0,1,334,0,749,0
ROCKLIN UNIF SCHOOL DISTRICT,166805,4287,705,2043,146,0,45,46,357,1091,0,0,0,0,84622,63566,70,31,873,0,0,0,70,0,0,15954,0,0,4058,0,77896,0,66848,0,0,0,339,0,2312,0,158,1702,0,0,0,425,158,0,1177,0
ROSEVILLE CITY ELEM SCHOOL DIST,143639,7804,825,2502,175,0,0,116,620,3741,0,0,0,0,70038,50070,47,34,789,0,0,0,237,0,0,15262,0,0,3599,0,65797,0,43723,0,0,0,0,4173,1746,0,95,2237,0,0,0,9,102,0,1011,0
ROSEVILLE JT UNION HIGH SCH,160879,4431,745,1582,132,0,140,55,558,1279,0,0,0,72,56732,33144,49,0,718,0,0,0,89,0,0,19046,0,0,3686,0,99716,0,77880,0,0,0,0,6421,1862,9,50,2040,0,0,0,33,367,0,2268,0
TAHOE TRUCKEE UNIFIED SCHOOL DISTRICT,95255,2269,243,705,63,0,17,71,205,887,0,0,0,141,18724,3027,24,0,272,0,0,0,73,0,0,13301,0,0,2027,0,74262,0,58622,0,0,0,5139,490,2004,0,220,288,0,0,0,151,114,0,2255,0
MID-PLACER TRANSPORTATION JPA,2677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2677,0,0,0,0,0,0,2457,0,0,73,0,0,0,0,128,0,0,18,0
SOUTHERN PLACER SCHOOLS TRANSPORTATION AUTHORITY,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,37,0
PLUMAS UNIFIED SCH DIST,36423,3308,502,526,77,0,18,4,760,693,0,0,22,783,8823,2688,22,1171,158,0,0,0,98,526,0,3436,0,0,724,0,24292,0,22808,0,0,0,0,0,0,0,0,9,0,0,0,0,27,0,311,0
ALVORD UNIF SCH DIST,273937,19768,5442,3515,446,0,173,653,975,9010,0,0,0,0,197855,164750,114,0,1277,0,0,15,603,0,0,24061,0,0,7035,0,56314,0,35552,0,0,0,0,2535,14925,0,0,678,0,0,0,2,237,0,945,0
BANNING UNIFIED SCH DIST,75081,7059,2143,914,254,0,53,73,631,3128,0,0,86,31,49923,39261,40,0,312,0,0,0,207,3000,0,5455,0,0,1648,0,18099,0,11892,0,0,0,0,2432,2138,0,0,87,0,0,0,0,0,0,814,0
BEAUMONT UNIFIED SCH DIST,147366,11600,1649,1974,231,0,55,132,3899,3891,0,0,0,0,90782,75444,55,0,704,0,0,0,261,0,0,11039,0,0,3279,0,44984,0,22996,0,0,0,64,6748,3552,263,20,679,0,0,0,0,160,0,1559,0
COACHELLA VALLEY UNIF SCH DIST,306750,33581,9152,2707,901,0,253,939,3086,14392,0,0,17,3035,206210,169175,117,0,1245,0,0,7,1060,0,0,27410,0,0,7196,0,66959,0,39374,0,0,0,0,6641,14303,0,0,243,0,0,0,0,83,0,3088,0
CORONA NORCO UNIFIED SCHOOL DISTRICT,714673,36687,8606,9822,1223,0,303,702,4105,13134,0,0,0,15,467514,354194,270,27969,3754,0,0,25,827,2113,0,59655,0,0,18707,0,210472,0,141456,0,0,0,0,0,21945,0,217,4754,0,0,0,0,1181,0,7541,0
DESERT CTR UNIF SCH DIST,1647,74,60,4,4,0,0,0,10,0,0,0,0,0,206,137,1,0,2,0,0,0,0,0,0,35,0,0,31,0,1367,0,1280,0,0,0,0,15,13,0,0,0,0,0,0,0,0,0,32,0
LAKE ELSINORE UNIF SCHOOL DIST,299469,21593,7204,4059,656,0,168,294,1993,7868,0,0,0,7,200746,163795,153,0,1483,0,0,7,602,2,0,27148,0,0,7556,0,77130,0,40058,0,0,0,0,11120,8244,0,284,1225,0,0,0,0,399,0,1598,0
HEMET UNIFIED SCH DIST,359136,30397,7719,4777,1112,0,219,254,4355,12989,0,0,19,65,236544,195259,197,0,1535,0,0,37,994,0,0,29988,0,0,8534,0,92195,0,42139,0,0,0,0,11384,7404,22,0,586,0,0,0,23314,223,0,1258,0
DESERT SANDS UNIFIED SCHOOL DIST,452537,26178,7952,4818,1049,0,230,864,1815,10473,0,0,23,3,249649,187473,174,0,1960,0,0,7,675,17712,0,31141,0,0,10507,0,176710,0,88914,0,0,0,81,19320,55576,0,0,2383,0,0,14,22,109,0,4134,0
MENIFEE UNION ELEM SCHOOL DIST,130230,6206,1520,2039,254,0,0,99,211,2337,0,0,0,0,88597,74580,61,0,736,0,0,0,182,0,0,9862,0,0,3176,0,35427,0,19209,0,0,0,0,2523,1893,0,0,945,0,0,0,153,333,0,1015,0
MURRIETA VALLEY UNIF SCH DIST,300765,13570,1758,5295,456,0,114,28,2286,4075,0,0,0,14,179037,144928,139,0,1631,0,0,0,311,0,0,24226,0,0,7802,0,108158,0,69934,0,0,0,0,12368,3464,0,281,3590,0,0,378,0,506,0,1484,0
NUVIEW UNION SCHOOL DISTRICT,30821,1903,388,316,91,0,0,66,63,1070,0,0,0,0,23584,19560,14,0,154,0,0,0,81,0,0,3025,0,0,750,0,5334,0,2729,0,0,0,0,809,390,0,0,86,0,0,0,0,0,0,196,0
PALM SPRINGS UNIFIED SCHOOL DISTRICT,389677,32988,11349,4053,1396,0,239,1054,3142,13082,0,0,0,69,226884,182856,153,0,1582,0,0,0,920,1919,0,30426,0,0,9028,0,129805,0,76046,0,0,0,0,14389,28045,0,0,94,0,0,0,23,467,0,4179,0
PALO VERDE UNIF SCH DIST,40883,4587,1060,511,109,0,22,46,84,1527,0,0,0,1337,26219,23289,27,120,80,0,0,8,116,0,0,1505,0,0,1074,0,10077,0,7073,0,0,0,0,1359,1125,0,0,111,0,0,0,0,0,0,191,0
PERRIS ELEM SCH DIST,88985,9729,3993,798,358,0,0,266,486,4186,0,0,0,0,67683,56810,34,0,375,0,0,0,303,0,0,8098,0,0,2063,0,11573,0,6860,0,0,0,0,0,1381,0,0,62,0,0,0,0,29,0,900,0
PERRIS UNION HIGH SCHOOL DIST,164188,12108,3643,2325,307,0,274,341,1475,4050,0,0,0,0,101700,86060,67,0,739,0,0,34,272,0,0,10657,0,0,3871,0,50380,0,36946,0,0,0,0,3081,3284,0,0,582,0,0,0,0,401,0,1056,0
RIVERSIDE UNIFIED SCHOOL DIST,580251,44883,11491,8451,1177,0,292,986,4920,18568,0,0,0,175,390751,297801,263,21738,2860,0,0,0,1262,0,0,51406,0,0,15421,0,144617,0,101402,0,0,0,0,0,26145,0,36,2601,0,0,0,27,592,0,4510,0
ROMOLAND ELEM SCH DIST,54584,4340,604,736,86,0,0,75,335,2590,0,0,0,0,40310,34008,20,0,282,0,0,0,199,0,0,4476,0,0,1325,0,9934,0,4373,0,0,0,10,2573,784,0,0,141,0,0,0,0,51,0,379,0
SAN JACINTO UNIFIED SCH DIST,152357,13783,3489,2226,562,0,99,408,3,6031,0,0,0,1527,112729,96240,60,0,704,0,0,15,591,0,0,11480,0,0,3639,0,25845,0,14416,0,0,0,0,4522,3459,0,0,11,0,0,0,0,8,0,1002,0
VAL VERDE UNIFIED SCHOOL DISTRICT,490494,75568,5892,55554,529,0,174,278,2842,10825,0,0,0,3,337091,179244,130,108814,1438,0,0,11,718,0,0,39539,0,0,7197,0,77835,0,34735,0,0,0,0,26003,8464,0,0,479,0,0,0,80,324,0,2871,0
TEMECULA VALLEY UNIF SCHOOL DIST,367281,13626,3454,4928,623,0,146,139,1492,3467,0,0,0,0,220293,164989,154,15252,1992,0,0,0,256,0,0,28405,0,0,9245,0,133362,0,83569,0,0,0,0,0,25402,0,218,3102,0,0,0,4674,494,0,3461,0
JURUPA UNIF SCHOOL DIST,278320,19866,6162,3449,666,0,172,682,2295,7106,0,0,0,0,201300,168650,133,0,1339,0,0,15,534,0,0,23363,0,0,7266,0,57154,0,30509,0,0,0,0,6501,16267,0,0,1159,0,0,0,2,159,0,2557,0
MORENO VALLEY UNIFIED SCH DIST,496797,43345,12386,6710,1374,0,341,658,2960,17794,0,0,0,2496,375236,306772,230,18467,1852,0,0,0,1208,0,0,34191,0,0,12516,0,78216,0,43651,0,0,0,0,0,18631,0,0,472,0,0,0,119,270,0,5400,0
ARCOHE UNION ELEM SCH DIST,5768,452,167,81,22,0,0,12,42,150,0,0,0,0,3600,2938,3,0,33,0,0,0,12,0,0,474,0,0,140,0,1716,0,1308,0,0,0,0,215,16,0,6,43,0,0,0,0,0,0,83,0
CENTER UNIFIED SCH DIST,65924,4193,1357,1094,247,0,0,63,445,1184,0,0,0,50,42968,33827,36,0,283,0,0,0,89,0,0,7241,0,0,1492,0,18763,0,14594,0,0,0,0,1990,2,0,28,339,0,0,0,14,236,0,390,0
ELK GROVE UNIFIED SCHOOL DISTRICT,867759,59449,15611,12043,2408,0,510,1356,7224,19178,0,0,63,3464,616202,450459,395,35919,5168,0,0,81,1488,0,0,100711,0,0,21981,0,192108,0,154434,0,0,0,0,0,0,0,265,4446,0,0,0,13,209,0,5713,0
FOLSOM-CORDOVA UNIF SCH DIST,309266,13542,3663,3490,284,0,126,244,1449,4529,0,0,0,41,169932,118638,134,10631,1463,0,0,9,309,0,0,31821,0,0,6927,0,125792,0,84299,0,0,0,0,0,3032,281,307,1576,0,0,0,3691,864,0,6378,0
GALT JT UNION ELEM SCH DIST,46605,3815,1179,861,146,0,0,104,204,1467,0,0,0,0,31698,25925,38,0,232,0,0,0,89,0,0,4092,0,0,1322,0,11092,0,7593,0,0,0,0,1439,183,0,0,116,0,0,0,142,81,0,353,0
GALT JT UNION HIGH SCHOOL DIST,36579,1751,468,419,47,0,0,12,16,836,0,0,0,0,23136,16570,16,0,153,0,0,44,70,0,0,5438,0,0,845,0,11692,0,9602,0,0,0,0,638,186,0,0,229,0,0,0,0,0,0,518,0
TWIN RIVERS UNIFIED SCHOOL DISTRICT,432046,42991,14581,6314,1836,0,422,1251,1046,19199,0,0,0,178,303971,239497,207,0,1782,0,0,9,1273,0,0,51479,0,0,9724,0,85084,0,63098,0,0,0,0,2695,5267,0,0,95,0,0,0,229,343,3988,2465,0
NATOMAS UNIFIED SCHOOL DIST,201610,8727,1773,2553,395,0,80,40,97,4108,0,0,0,76,127069,101379,72,0,922,0,0,0,257,0,0,19977,0,0,4462,0,65814,0,47426,0,0,0,0,1782,15,0,0,967,0,0,0,0,383,0,2376,0
ROBLA ELEM SCH DIST,37168,2921,815,428,97,0,0,209,66,1329,0,0,0,74,23625,17452,16,0,163,0,0,0,226,0,0,4939,0,0,829,0,10622,0,8166,0,0,0,0,282,285,0,0,0,0,0,0,0,17,0,541,0
SACRAMENTO CITY UNIF SCH DIST,709875,83515,30197,10210,2098,0,763,763,5939,23893,0,0,30,11720,446244,321976,267,23061,3150,0,0,0,1493,0,0,81366,0,0,14931,0,180116,0,139659,0,0,0,1756,0,11664,2360,0,925,0,0,0,40,2617,1360,7692,0
SAN JUAN UNIF SCH DIST,655894,39947,12978,10921,1404,0,382,929,3487,11016,0,0,38,196,397978,274620,303,29797,2682,0,0,4,831,0,0,75347,0,0,14394,0,217969,0,184702,0,0,0,0,0,261,190,0,4318,0,0,0,1591,1648,0,7508,0
ELVERTA JT ELEM SCH DIST,4269,205,54,37,4,0,0,0,2,112,0,0,0,0,2801,2350,0,0,21,0,0,0,9,0,0,325,0,0,96,0,1263,0,1042,0,0,0,0,149,12,0,0,14,0,0,0,0,3,0,23,0
RIVER DELTA UNIFIED SCHOOL DIST,31529,1579,368,410,65,0,0,52,0,749,0,0,0,0,13697,9242,18,0,134,0,0,26,46,0,0,3573,0,0,658,0,16253,0,13659,0,0,0,0,0,210,0,0,108,0,0,0,0,49,0,233,0
BITTERWATER TULLY UNION SCH DIST,446,21,0,6,0,0,0,0,15,0,0,0,0,0,337,299,1,0,2,0,0,0,0,0,0,25,0,0,10,0,88,0,58,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,16,0
CIENEGA UNION ELEM SCH DIST,413,20,0,5,0,0,0,0,15,0,0,0,0,0,215,189,0,0,2,0,0,0,0,0,0,14,0,0,10,0,178,0,156,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,14,0
HOLLISTER ELEM SCH DIST,75894,5331,776,909,152,0,0,209,217,3220,0,0,0,0,44258,35910,37,0,376,0,0,0,221,0,0,5895,0,0,1819,0,26305,0,16092,0,0,0,0,2176,3005,0,0,117,0,0,0,276,0,0,598,0
JEFFERSON ELEM SCH DIST,246,17,0,1,1,0,0,0,16,0,0,0,0,0,133,122,0,0,1,0,0,0,0,0,0,5,0,0,5,0,96,0,89,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4,0
PANOCHE ELEM SCH DIST,276,5,0,1,0,0,0,0,4,0,0,0,0,0,31,26,0,0,0,0,0,0,0,0,0,1,0,0,4,0,240,0,168,0,0,0,0,1,0,0,0,0,0,0,0,0,6,0,9,0
SAN BENITO JT UNION HIGH SCHOOL DIST,54015,2125,469,743,84,0,62,46,22,783,0,0,0,0,25280,13434,20,0,217,0,0,12,63,5661,0,4852,0,0,1021,0,26610,0,19158,0,0,0,0,1453,2478,0,0,288,0,0,0,0,20,0,822,0
AROMAS/SAN JUAN UNIFIED SCHOOL DISTRICT,16604,852,97,241,27,0,0,50,15,449,0,0,0,0,3389,1833,7,0,61,0,0,0,32,0,0,1109,0,0,347,0,12363,0,10813,0,0,0,0,656,1,0,0,117,0,0,0,0,0,0,131,0
SOUTHSIDE ELEM SCH DIST,2295,126,0,35,5,0,0,0,52,39,0,0,0,0,1182,1022,1,0,14,0,0,0,3,0,0,89,0,0,53,0,987,0,708,0,0,0,0,199,0,0,0,32,0,0,0,0,0,0,21,0
TRES PINOS UNION ELEM SCH DIST,1307,45,0,20,0,0,0,0,25,0,0,0,0,0,685,569,0,0,9,0,0,0,0,0,0,79,0,0,28,0,577,0,434,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,18,0
WILLOW GROVE ELEM SCH DIST,389,19,0,2,0,0,0,0,17,0,0,0,0,0,46,28,0,0,1,0,0,0,0,0,0,7,0,0,10,0,324,0,302,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,9,0
NORTH CO JOINT UNION SCH DIST,8746,365,51,124,9,0,0,0,0,190,0,0,0,0,4216,3270,3,0,40,0,0,0,14,0,0,683,0,0,206,0,4165,0,3393,0,0,0,0,298,0,0,0,82,0,0,0,0,0,0,154,0
ADELANTO ELEM SCH DIST,119481,11514,3561,1443,462,0,0,214,511,5785,0,0,0,0,95075,78987,60,0,580,0,0,0,402,0,0,12319,0,0,2727,0,12892,0,8342,0,0,0,0,308,2314,0,0,9,0,0,0,0,295,0,691,0
ALTA LOMA ELEM SCH DIST,74404,2646,561,815,57,0,0,46,20,1204,0,0,0,0,50050,42383,42,0,428,0,0,0,87,0,0,5327,0,0,1783,0,21708,0,12925,0,0,0,0,2174,701,0,0,837,0,0,0,3,65,0,1045,0
APPLE VALLEY UNIF SCH DIST,179866,14963,5988,2018,629,0,144,253,1325,5235,0,0,0,0,141119,112242,84,0,904,0,0,6,396,0,0,23934,0,0,3553,0,23784,0,16450,0,0,0,0,0,3570,0,0,0,0,0,0,0,150,0,789,0
BARSTOW UNIFIED SCH DIST,88237,8913,4087,1133,412,0,72,74,350,3161,0,36,0,0,68741,58227,49,0,428,0,0,0,142,0,0,7860,0,0,2035,0,10583,0,6733,0,0,0,0,0,1559,0,0,164,0,0,0,0,203,372,1010,0
BEAR VALLEY UNIF SCHOOL DIST,34716,2112,633,421,89,0,0,33,73,932,0,0,0,20,16310,13154,21,0,171,0,0,0,71,0,0,2056,0,0,837,0,16294,0,11870,0,0,0,0,465,3264,0,0,99,0,0,0,0,29,0,209,0
CENTRAL SCHOOL DIST,58576,3693,1174,659,115,0,0,32,234,1594,0,0,0,0,43538,36070,31,0,326,0,0,0,106,0,0,5637,0,0,1368,0,11345,0,5012,0,0,0,0,321,3180,0,0,390,0,0,0,0,187,0,462,0
CHAFFEY UNION HIGH SCHOOL DIST,380668,19291,5801,3673,1158,0,568,348,2845,6051,0,0,0,5,225449,167532,135,0,1690,0,0,0,463,2929,0,43959,0,0,8741,0,135928,0,69886,0,0,0,0,9380,41715,84,0,1757,0,0,240,24,373,0,4308,0
CHINO UNIFIED SCHOOL DISTRICT,370206,17621,5175,4465,994,0,168,312,1557,5867,0,0,0,77,221629,181048,142,0,2011,0,0,19,406,0,0,29068,0,0,8935,0,130956,0,88359,0,0,0,0,7432,14811,33,230,2086,0,0,0,1913,503,0,7532,0
COLTON JOINT UNIFIED SCHOOL DISTRICT,342974,23962,7709,4415,1087,0,64,593,699,10482,0,0,0,0,259933,205333,151,0,1573,0,0,0,753,20881,0,23518,0,0,7724,0,59079,0,25005,0,0,0,715,7386,19809,0,0,470,0,0,0,11,685,8,1843,0
CUCAMONGA SCHOOL DIST,48690,2455,801,361,117,0,0,42,195,1056,0,0,0,0,8123,2692,15,0,169,0,0,0,76,0,0,4263,0,0,908,0,38112,0,10311,0,0,0,0,173,24997,0,0,100,0,0,0,15,49,0,1604,0
ETIWANDA ELEM SCH DIST,185021,6561,1190,2489,242,0,0,172,330,2380,0,0,0,0,117671,99212,73,0,1020,0,0,0,166,0,0,12692,0,0,4508,0,60789,0,13842,0,0,0,9526,7207,14395,0,0,1494,0,0,0,0,86,0,4246,0
FONTANA UNIFIED SCH DIST,600625,47750,14712,7587,1561,0,335,1267,2365,21484,0,0,0,0,464533,357233,298,20222,2596,0,0,0,1428,0,0,68535,0,0,14221,0,88342,0,32212,0,0,0,0,2422,33043,20,0,924,0,0,0,63,32,0,5378,0
HELENDALE ELEM SCH DIST,14686,580,144,213,27,0,0,0,10,213,0,0,0,0,11244,9401,5,0,94,0,0,0,16,0,0,1405,0,0,323,0,2862,0,1537,0,0,0,0,0,0,0,0,41,0,0,0,0,307,0,111,0
HESPERIA UNIF SCHOOL DISTRICT,305927,24319,8125,3691,97,0,213,148,1471,10671,0,0,0,0,246630,207965,166,0,1515,0,0,0,787,0,0,28892,0,0,7305,0,34978,0,8448,0,0,0,0,2456,9575,0,0,619,0,0,0,6,676,0,1825,0
LUCERNE VALLEY UNIFIED SCH DT,13623,1122,483,137,108,0,13,0,42,447,0,0,0,0,9878,8181,9,0,50,0,0,14,26,0,0,1284,0,0,314,0,2623,0,2397,0,0,0,0,0,0,0,0,29,0,0,0,0,15,0,40,0
MORONGO UNIFIED SCH DIST,121432,12945,2831,2283,376,0,90,28,522,5371,0,1820,0,0,95306,74710,60,4539,548,0,0,0,457,0,0,12075,0,0,2917,0,13181,0,9631,0,0,0,0,0,1261,0,0,107,0,0,0,0,274,0,662,0
