District,TOTALREV,TFEDREV,C14,C15,C16,C17,C19,B11,C20,C25,C36,B10,B12,B13,TSTREV,C01,C04,C05,C06,C07,C08,C09,C10,C11,C12,C13,C24,C35,C38,C39,TLOCREV,T02,T06,T09,T15,T40,T99,D11,D23,A07,A08,A09,A11,A13,A15,A20,A40,U11,U22,U30
SIERRA PLUMAS JT UNIFIED SCH DIST,6551,522,82,0,13,0,3,0,32,79,0,0,0,326,3010,2272,6,0,36,0,0,14,6,0,0,532,0,0,144,0,3019,0,2731,0,0,0,0,165,0,0,0,19,0,0,0,0,6,0,65,0
BIG SPRINGS ELEM SCH DIST,2640,191,54,0,1,0,0,0,27,75,0,0,0,35,1404,1141,4,0,13,0,0,0,4,0,0,192,0,0,50,0,1045,0,435,0,0,0,0,137,0,0,0,15,0,0,0,0,0,0,24,0
BOGUS ELEM SCH DIST,324,35,0,0,1,0,0,0,16,5,0,0,4,10,102,80,0,0,1,0,0,0,0,0,0,16,0,0,5,0,187,0,143,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,9,0
BUTTEVILLE ELEM SCH DIST,2408,194,35,0,5,0,0,0,52,67,0,0,0,40,1495,1195,2,0,14,0,0,0,4,0,0,230,0,0,50,0,719,0,530,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,27,0
DELPHIC ELEM SCH DIST,778,74,0,0,0,0,0,0,17,45,0,0,0,12,568,474,1,0,4,0,0,0,3,0,0,67,0,0,19,0,136,0,24,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,9,0
DUNSMUIR ELEM SCH DIST,1512,244,115,0,10,0,0,0,29,84,0,0,0,16,543,360,2,0,6,0,0,0,6,0,0,137,0,0,32,0,725,0,518,0,0,0,0,89,0,0,0,1,0,0,0,0,0,0,25,0
DUNSMUIR JT HIGH SCH DIST,2245,142,58,0,4,0,2,0,31,39,0,0,0,12,1208,997,1,0,4,0,0,0,3,0,0,163,0,0,40,0,895,0,542,0,0,0,0,81,0,0,0,1,0,0,0,0,0,0,43,0
FORKS OF SALMON ELEM SCH DIST,250,10,0,0,1,0,0,0,0,0,0,0,0,10,135,115,1,0,1,0,0,0,0,0,0,13,0,0,5,0,105,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,8,0
GAZELLE UNION ELEM SCH DIST,542,54,0,0,1,0,0,0,15,29,0,0,0,10,336,281,1,0,2,0,0,0,2,0,0,38,0,0,12,0,152,0,80,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,10,0
GRENADA ELEM SCH DIST,2786,195,29,0,5,0,0,0,36,90,0,0,0,40,2063,1750,2,0,15,0,0,0,5,0,0,221,0,0,70,0,528,0,271,0,0,0,0,135,0,0,0,22,0,0,0,0,0,0,22,0
HAPPY CAMP UNION ELEM SCH DIST,1868,291,43,0,5,0,0,0,12,74,0,127,14,21,943,722,1,0,45,0,0,0,5,0,0,132,0,0,38,0,634,0,421,0,0,0,0,111,0,0,0,11,0,0,0,0,0,0,39,0
HORNBROOK ELEM SCH DIST,1232,116,28,0,3,0,0,0,34,44,0,0,0,10,429,312,1,0,4,0,0,0,3,0,0,85,0,0,24,0,687,0,565,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,33,0
JUNCTION ELEM SCH DIST,606,85,0,0,0,0,0,0,16,16,0,35,8,10,419,356,1,0,2,0,0,0,1,0,0,45,0,0,14,0,102,0,38,0,0,0,0,29,0,0,0,2,0,0,0,0,0,0,11,0
KLAMATH RIVER ELEM SCH DIST,331,38,1,0,1,0,0,0,21,6,0,0,0,10,134,106,0,0,1,0,0,0,0,0,0,22,0,0,5,0,159,0,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
LITTLE SHASTA ELEM SCH DIST,375,32,0,0,1,0,0,0,15,7,0,0,0,10,222,189,0,0,1,0,0,0,0,0,0,22,0,0,10,0,121,0,78,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,22,0
MCCLOUD UNION ELEM SCH DIST,1072,130,50,0,5,0,0,0,16,53,0,0,0,11,440,329,1,0,4,0,0,0,3,0,0,81,0,0,22,0,502,0,360,0,0,0,0,63,0,0,0,7,0,0,0,0,0,0,16,0
MONTAGUE ELEM SCH DIST,2374,245,93,0,11,0,0,0,32,90,0,0,0,30,1668,1369,2,0,11,0,0,0,4,0,0,239,0,0,43,0,461,0,238,0,0,0,0,132,0,0,0,9,0,0,0,0,0,0,30,0
MT SHASTA UNION SCH DIST,6895,521,269,0,30,0,0,0,54,90,0,0,0,108,3595,2665,5,0,38,0,0,0,7,0,0,703,0,0,177,0,2779,0,2057,0,0,0,0,145,0,0,0,35,0,0,0,0,4,0,54,0
SEIAD ELEM SCH DIST,397,23,0,0,1,0,0,0,0,7,0,6,0,10,235,200,0,0,1,0,0,0,0,0,0,26,0,0,8,0,139,0,94,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,13,0
SISKIYOU UNION HIGH SCHOOL DIST,10372,293,108,0,17,0,19,0,5,49,0,0,7,105,4309,3039,4,0,38,0,0,0,4,0,0,998,0,0,226,0,5770,0,3827,0,0,0,0,572,0,0,0,5,0,0,0,0,0,0,115,0
WEED UNION ELEM SCH DIST,4441,432,131,0,16,0,0,0,13,233,0,0,0,55,1964,1497,4,0,20,0,0,0,12,0,0,333,0,0,98,0,2045,0,1429,0,0,0,0,211,0,0,0,111,0,0,0,0,0,0,41,0
WILLOW CREEK ELEM SCHOOL DIST,746,118,63,0,1,0,0,0,15,30,0,0,0,10,446,360,1,0,3,0,0,0,2,0,0,64,0,0,16,0,182,0,111,0,0,0,0,41,0,0,0,1,0,0,0,0,0,0,7,0
YREKA UN ELEM SCH DIST,13025,1486,458,182,47,0,0,0,103,550,0,0,0,193,8604,6996,8,0,123,0,0,0,35,0,0,1148,0,0,294,0,2935,0,2376,0,0,0,0,303,0,0,0,2,0,0,0,0,45,0,86,0
SCOTT VALLEY UNIFIED SCHOOL DISTRICT,10984,887,228,0,29,0,7,0,59,406,0,29,28,130,6486,4780,9,0,47,0,0,20,51,0,0,1334,0,0,245,0,3611,0,2545,0,0,0,0,443,0,0,0,0,0,0,0,0,2,0,134,0
YREKA UNION HIGH SCH DIST,10432,606,179,124,26,0,24,0,49,103,0,0,13,114,5297,4062,3,0,42,0,0,15,8,0,0,926,0,0,241,0,4529,0,3418,0,0,0,0,512,0,0,0,52,0,0,0,1,1,0,80,0
BUTTE VALLEY UNIF SCH DIST,5250,309,107,0,13,0,3,0,10,129,0,0,0,60,3358,2581,4,0,21,0,0,6,9,0,0,631,0,0,106,0,1583,0,1143,0,0,0,0,135,0,0,0,8,0,0,0,0,0,0,54,0
BENICIA UNIFIED SCH DIST,63540,1758,233,807,66,0,5,0,115,598,0,0,0,0,33307,24599,26,0,334,0,0,0,47,0,0,6813,0,0,1488,0,28475,0,23686,0,0,0,0,1238,0,17,0,1080,0,0,0,735,200,0,912,0
DIXON UNIFIED SCH DIST,45087,2844,1247,616,138,0,22,69,15,875,0,0,0,0,26843,20882,18,0,161,0,0,18,62,0,0,4633,0,0,1069,0,15400,0,12064,0,0,0,0,0,969,0,0,249,0,0,0,0,347,0,502,0
FAIRFIELD-SUISUN JT UNIFIED SCH DIST,296932,15769,4018,4034,535,0,149,469,766,6256,0,0,0,77,180867,138027,0,0,1519,0,0,0,522,0,0,34009,0,0,6790,0,100296,0,56254,0,0,0,3215,4710,23509,141,62,2073,0,0,0,293,280,0,4026,0
VACAVILLE UNIFIED SCHOOL DISTRICT,169724,7284,1692,2195,248,0,0,133,375,2889,0,0,0,0,99659,75286,79,0,915,0,0,7,347,474,0,18593,0,0,3958,0,62781,0,38199,0,0,0,0,3484,14396,3,0,1116,0,0,0,0,584,0,1365,0
VALLEJO CITY UNIF SCH DIST,193537,14836,4210,4236,510,0,141,277,900,5072,0,0,0,0,128623,94127,105,7017,860,0,0,0,334,0,0,21878,0,0,4302,0,50078,0,39701,0,0,0,4104,0,1051,60,49,577,0,0,0,2,80,0,1112,0
TRAVIS UNIFIED SCHOOL DISTRICT,76974,11910,334,917,56,0,0,34,5903,830,0,3892,0,0,50293,40139,36,0,382,0,0,0,55,0,0,7830,0,0,1851,0,14771,0,7423,0,0,0,3270,1029,1,0,246,754,0,0,0,25,65,0,646,0
ALEXANDER VAL UNION ELEM SCH DIST,2916,60,1,15,0,0,0,4,30,10,0,0,0,0,654,363,2,0,7,0,0,0,0,0,0,218,0,0,64,0,2202,0,1807,0,0,0,0,111,0,0,0,18,0,0,0,23,0,0,91,0
WEST SONOMA COUNTY UNION HIGH SCHOOL DISTRICT,33082,956,133,465,51,0,27,11,111,209,0,0,0,0,9979,7322,13,0,151,0,0,22,21,0,0,1831,0,0,619,0,22147,0,15664,0,0,0,1157,2635,912,0,0,166,0,0,0,0,138,0,623,0
BELLEVUE UNION EL SCH D,29260,1892,464,555,73,0,0,41,233,599,0,0,0,0,14846,10021,13,0,139,0,0,0,260,0,0,3900,0,0,513,0,12522,0,10819,0,0,0,0,106,489,0,0,0,0,0,0,0,0,0,253,0
BENNETT VALLEY UNION SCHOOL DIST,12127,361,58,161,3,0,0,23,35,84,0,0,0,0,5096,3481,7,0,73,0,0,0,5,0,0,1218,0,0,312,0,6670,0,5920,0,0,0,0,240,0,0,0,105,0,0,0,0,103,0,54,0
CINNABAR ELEM SCH DIST,4720,195,47,61,5,0,0,13,9,65,0,0,0,0,3072,2540,3,0,21,0,0,0,5,0,0,410,0,0,93,0,1453,0,825,0,0,0,0,153,236,0,0,7,0,0,0,35,0,0,104,0
CLOVERDALE UN SCH DIST,20952,961,139,288,29,0,8,49,71,406,0,0,0,0,8354,4819,10,0,100,0,0,0,31,511,0,2388,0,0,495,0,11637,0,9687,0,0,0,0,630,352,0,0,105,0,0,0,96,8,0,264,0
COTATI-ROHNERT PK UNIF SCH DIS,90299,3242,581,1385,143,0,34,119,212,911,0,0,0,0,35561,25614,30,0,402,0,0,0,75,0,0,7729,0,0,1711,0,51496,0,36434,0,0,0,1300,1621,4521,0,0,349,0,0,0,0,315,0,842,0
DUNHAM ELEM SCH DIST,3444,76,1,31,0,0,0,2,34,8,0,0,0,0,2826,1452,1,0,13,0,0,0,1,1074,0,228,0,0,57,0,542,0,203,0,0,0,0,157,0,0,0,14,0,0,0,0,0,0,32,0
FORESTVILLE ELEM SCH DIST,5662,214,52,75,9,0,0,8,27,52,0,0,0,0,1311,770,3,0,18,0,0,0,4,0,0,419,0,0,97,0,4137,0,3810,0,0,0,0,61,0,0,0,22,0,0,0,64,20,0,57,0
FORT ROSS SCH DIST,672,28,0,10,1,0,0,2,16,0,0,0,0,0,138,89,0,0,1,0,0,0,0,0,0,32,0,0,16,0,506,0,356,0,0,0,33,85,0,0,0,0,0,0,0,0,3,0,18,0
GEYSERVILLE UNIF SCH DIST,4654,173,10,49,3,0,0,9,22,83,0,0,0,0,1330,649,3,0,16,0,0,0,9,0,0,549,0,0,104,0,3151,0,2850,0,0,0,0,92,0,0,0,31,0,0,0,0,0,0,41,0
GRAVENSTEIN UNION SCH DIST,11283,183,47,77,1,0,0,11,0,48,0,0,0,0,6657,5367,3,0,53,0,0,0,4,0,0,986,0,0,244,0,4443,0,3381,0,0,0,0,164,0,0,0,42,0,0,0,247,1,0,235,0
GUERNEVILLE ELEM SCH DIST,9272,288,107,77,4,0,0,0,16,88,0,0,0,0,5736,3816,2,0,29,0,0,0,7,1202,0,576,0,0,104,0,3248,0,1878,0,0,0,0,0,858,0,0,12,0,0,0,2,7,0,65,0
HARMONY UNION ELEM SCH DIST,6982,150,28,41,6,0,0,1,29,51,0,0,0,0,3666,3115,0,0,18,0,0,0,3,0,0,422,0,0,108,0,3166,0,2811,0,0,0,2,0,0,0,0,65,0,0,0,0,0,0,186,0
HORICON ELEM SCH DIST,2453,86,0,18,1,0,0,6,26,36,0,0,0,0,345,142,2,0,4,0,0,0,3,0,0,146,0,0,48,0,2022,0,1846,0,0,0,0,123,0,0,0,4,0,0,0,0,0,0,20,0
LIBERTY ELEM SCH DIST,6708,64,0,42,2,0,0,3,5,14,0,0,0,0,3504,3138,3,0,15,0,0,0,1,0,0,259,0,0,88,0,3140,0,2401,0,0,0,1,0,0,0,0,7,0,0,0,61,362,0,137,0
MARK WEST UNION ELEM SCH DIST,20858,651,254,208,26,0,0,6,27,156,0,0,0,0,10399,7937,8,0,99,0,0,0,19,0,0,1876,0,0,460,0,9808,0,7967,0,0,0,0,409,0,0,0,70,0,0,0,37,50,0,481,0
MONTE RIO UNION ELEM SCH DIST,1836,54,0,16,2,0,0,0,10,28,0,0,0,0,358,159,1,0,6,0,0,0,2,0,0,147,0,0,43,0,1424,0,688,0,0,0,0,149,460,0,0,1,0,0,0,0,13,0,54,0
MONTGOMERY ELEM SCH DIST,808,26,1,7,1,0,0,0,18,0,0,0,0,0,181,103,0,0,2,0,0,0,0,0,0,59,0,0,17,0,601,0,495,0,0,0,0,82,0,0,0,0,0,0,0,0,1,0,17,0
OAK GROVE UNION ELEM SCH DIST,13903,180,41,64,12,0,0,5,0,70,0,0,0,0,9425,7677,0,0,61,0,0,0,4,0,0,1401,0,0,282,0,4298,0,2972,0,0,0,0,0,0,0,0,108,0,0,0,0,1,0,192,0
OLD ADOBE UNION SCHOOL DISTRICT,29642,1156,187,361,42,0,0,55,75,478,0,0,0,0,13498,9608,18,0,135,0,0,0,25,286,0,2726,0,0,700,0,14988,0,12713,0,0,0,0,0,359,0,8,215,0,0,0,825,17,0,328,0
PETALUMA CITY SCHOOLS,109640,3845,623,1773,148,0,50,112,121,1166,0,0,0,0,42029,28056,43,0,516,0,0,18,110,0,0,13286,0,0,0,0,63766,0,46778,0,0,0,1950,3529,5549,103,0,842,0,0,0,596,194,0,1077,0
PINER OLIVET UNION ELEM SCHOOL DIST,18811,870,308,227,17,0,0,37,77,221,0,0,0,0,9564,7519,8,0,74,0,0,0,33,0,0,1544,0,0,386,0,8377,0,7653,0,0,0,0,0,0,0,0,73,0,0,0,0,216,0,187,0
RESERVATION ELEM SCH DIST,411,179,0,2,1,0,0,0,17,0,0,156,4,0,111,89,0,0,1,0,0,0,0,0,0,16,0,0,5,0,121,0,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0
RINCON VALLEY UNION ELEM SCH DIST,52849,1733,206,634,48,0,0,57,126,710,0,0,0,0,20362,13934,34,0,230,0,0,0,52,0,0,4824,0,0,1288,0,30754,0,21453,0,0,0,1231,4474,0,0,0,398,0,0,0,0,193,0,492,0
ROSELAND SCHOOL DISTRICT,38367,2430,356,531,53,0,0,119,249,1156,0,0,19,0,16385,11548,11,0,99,0,0,0,91,0,0,3785,0,0,851,0,19552,0,7614,0,0,0,0,10086,776,0,0,36,0,0,0,0,110,0,252,0
SANTA ROSA CITY SCHOOLS,239921,12674,2650,3481,394,0,123,0,3053,3334,0,0,33,0,88350,60371,94,233,1565,0,0,38,263,0,0,25786,0,0,0,0,138897,0,113161,0,0,0,0,5900,4741,0,0,2297,0,0,0,2101,859,0,3448,0
SEBASTOPOL UNION ELEM SCH DIST,11739,420,115,147,20,0,0,10,30,118,0,0,0,0,2964,2048,2,0,33,0,0,0,10,0,0,714,0,0,157,0,8355,0,5927,0,0,0,331,0,698,0,0,32,0,0,0,24,267,0,241,0
SONOMA VALLEY UNIF SCH DIST,73010,4091,1272,845,112,0,25,40,469,1440,0,0,0,0,11619,3236,37,0,296,0,0,12,113,0,0,6505,0,0,1420,0,57300,0,47784,0,0,0,0,0,4394,0,32,206,0,0,0,0,71,0,1519,0
TWIN HILLS UNION ELEM SCH DIST,15204,328,39,189,9,0,0,7,54,39,0,0,0,0,9015,7062,3,0,84,0,0,0,3,0,0,1530,0,0,333,0,5861,0,4252,0,0,0,0,365,0,0,0,45,0,0,0,288,20,0,156,0
TWO ROCK UNION SCHOOL DISTRICT,2609,688,8,29,3,0,0,6,127,21,0,497,0,0,1217,918,1,0,10,0,0,0,6,0,0,233,0,0,49,0,704,0,411,0,0,0,0,135,0,0,0,0,0,0,0,0,8,0,27,0
WAUGH ELEM SCH DIST,10981,251,44,129,11,0,0,10,21,47,0,0,0,0,6091,4587,5,0,60,0,0,0,3,0,0,1177,0,0,259,0,4639,0,2985,0,0,0,0,362,155,0,0,28,0,0,0,0,15,0,131,0
WEST SIDE UNION ELEM SCH DIST,2300,104,8,34,1,0,0,7,30,25,0,0,0,0,476,174,2,0,17,0,0,0,2,0,0,226,0,0,55,0,1720,0,1332,0,0,0,0,163,0,0,0,14,0,0,0,60,0,0,16,0
WILMAR UNION ELEM SCH DIST,3190,141,47,45,6,0,0,3,25,21,0,0,0,0,1079,597,2,0,18,0,0,0,1,199,0,192,0,0,70,0,1970,0,1639,0,0,0,1,97,0,0,0,17,0,0,0,100,0,0,32,0
WINDSOR UNIFIED SCHOOL DISTRICT,78602,4377,338,1273,71,0,26,147,1684,909,0,0,0,0,31277,21560,35,0,347,0,0,0,65,0,0,7685,0,0,1585,0,42948,0,31361,0,0,0,0,4358,1518,0,38,518,0,0,0,0,60,0,927,0
WRIGHT ELEM SCH DIST,22242,1426,298,394,48,0,0,77,88,569,0,0,0,0,12835,9921,12,0,109,0,0,0,62,0,0,2234,0,0,497,0,7981,0,6217,0,0,0,0,516,338,0,0,100,0,0,0,0,276,0,198,0
HEALDSBURG UNIFIED SCHOOL DISTRICT,36711,1281,286,307,45,0,8,41,138,501,0,0,0,0,5591,1576,14,0,104,0,0,12,52,0,0,3210,0,0,623,0,29839,0,22442,0,0,0,0,647,4176,0,15,196,0,0,0,0,8,157,687,0
WEST COUNTY TRANSPORTATION JPA,17463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17463,0,0,0,0,0,0,16448,0,0,53,0,0,0,0,565,0,0,274,0
KENWOOD SCHOOL DISTRICT,3411,26,0,25,3,0,0,0,0,1,0,0,0,0,559,174,2,0,9,0,0,0,0,0,0,291,0,0,83,0,2826,0,2117,0,0,0,111,156,0,0,0,34,0,0,0,0,0,0,85,0
CERES UNIF SCH DIST,205786,16195,3237,2047,402,0,90,535,2276,8010,0,0,0,0,157168,138341,131,0,1010,0,0,28,534,0,0,11568,0,0,5556,0,32423,0,17706,0,0,0,0,8118,2727,72,0,359,0,0,0,191,3,0,1240,0
DENAIR UNIFIED SCH DIST,20261,1503,681,237,59,0,6,27,35,517,0,0,0,0,9193,6689,12,0,86,0,0,14,36,0,0,1924,0,0,432,0,9565,0,6873,0,0,0,0,590,120,0,0,2,0,0,0,0,1,0,96,0
EMPIRE UNION ELEM SCH DIST,46217,3697,1049,565,128,0,0,129,0,1954,0,0,0,0,27598,24939,27,0,211,0,0,0,129,0,0,1291,0,0,1001,0,14922,0,6072,0,0,0,0,3977,143,0,0,102,0,0,0,235,14,0,621,0
GRATTON ELEM SCH DIST,2084,52,16,6,2,0,0,0,30,0,0,0,0,0,1716,1336,0,0,11,0,0,0,0,0,0,369,0,0,0,0,316,0,193,0,0,0,0,59,0,0,0,26,0,0,0,0,0,0,16,0
HICKMAN ELEMENTARY SCHOOL DISTRICT,10671,301,43,158,13,0,0,0,1,99,0,0,0,0,9297,8249,6,0,75,0,0,0,7,0,0,960,0,0,0,0,1073,0,430,0,0,0,0,415,30,0,0,42,0,0,0,0,0,0,71,0
KEYES UNION ELEM SCH DIST,17091,1045,273,187,11,0,0,34,0,551,0,0,0,0,11905,9924,7,0,84,0,0,0,37,0,0,1469,0,0,384,0,4141,0,2422,0,0,0,0,1275,91,0,0,5,0,0,0,1,0,0,172,0
KNIGHTS FERRY ELEM SCH DIST,1766,53,14,20,3,0,0,0,19,0,0,0,0,0,1222,1017,1,0,11,0,0,0,0,0,0,162,0,0,31,0,491,0,360,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,24,0
MODESTO CITY SCHOOL DISTRICT,450375,34856,10019,6673,1115,0,436,696,2743,14289,0,0,0,0,328261,256961,214,11253,2096,0,0,114,1069,0,0,56554,0,0,0,0,87258,0,69715,0,0,0,0,2424,7104,0,0,1243,0,0,0,125,253,0,3055,0
PARADISE ELEMENTARY SCHOOL DISTRICT,2603,76,23,20,3,0,0,0,33,0,0,0,0,0,1769,1542,1,0,13,0,0,0,0,0,0,213,0,0,0,0,758,0,427,0,0,0,0,215,0,0,0,0,0,0,0,0,0,0,37,0
PATTERSON JOINT UNIFIED SCHOOL DISTRICT,96591,6507,1844,1449,249,0,48,243,584,2339,0,0,0,0,64751,51727,0,0,429,0,0,15,152,350,0,10002,0,0,2076,0,25333,0,13945,0,0,0,0,5637,176,0,0,215,0,0,0,0,0,0,1031,0
ROBERTS FERRY UNION ELEM SCHOOL DIST,2268,137,15,26,3,0,0,0,29,67,0,0,0,0,1450,1186,2,0,11,0,0,0,11,0,0,189,0,0,51,0,681,0,479,0,0,0,0,145,0,0,0,21,0,0,0,0,0,0,19,0
SALIDA UNION ELEMENTARY SCHOOL DISTRICT,35791,3999,432,404,63,0,0,83,1761,1319,0,0,0,0,25321,20794,24,0,171,0,0,0,87,0,0,3430,0,0,815,0,6471,0,4216,0,0,0,0,145,527,0,0,135,0,0,0,8,358,0,224,0
SHILOH ELEMENTARY SCHOOL DISTRICT,2379,73,31,11,4,0,0,0,31,0,0,0,0,0,1773,1524,2,0,13,0,0,0,0,0,0,181,0,0,53,0,533,0,306,0,0,0,0,149,0,0,0,0,0,0,0,0,0,0,43,0
STANISLAUS UNION ELEMENTARY SCHOOL DISTRICT,47487,2559,553,523,146,0,0,85,0,1398,0,0,0,0,32138,25925,18,0,252,0,0,0,100,0,0,4722,0,0,1121,0,12790,0,9805,0,0,0,0,1850,0,0,0,160,0,0,0,252,0,0,282,0
SYLVAN UNION ELEMENTARY SCHOOL DISTRICT,104807,7368,1964,1758,143,0,0,179,696,2771,0,0,0,0,74497,56916,52,0,570,0,0,0,253,3070,0,10926,0,0,2710,0,22942,0,17236,0,0,0,0,2485,0,0,0,603,0,0,0,1135,13,0,629,0
TURLOCK UNIFIED SCHOOL DISTRICT,208098,12648,4389,2360,433,0,108,356,718,4717,0,0,0,0,137662,108454,98,0,992,0,0,29,355,0,0,22413,0,0,5321,0,57788,0,33235,0,0,0,0,11945,4196,44,0,704,0,0,0,0,155,0,2378,0
VALLEY HOME ELEM SCH DIST,2214,89,44,20,6,0,0,0,25,0,0,0,0,0,1067,798,1,0,11,0,0,0,0,0,0,211,0,0,46,0,1058,0,813,0,0,0,0,153,2,0,0,0,0,0,0,0,0,0,18,0
HUGHSON UNIFIED SCHOOL DISTRICT,26939,1758,647,328,61,0,18,84,69,612,0,0,0,0,16227,13631,14,0,144,0,0,19,44,0,0,1701,0,0,674,0,8954,0,6247,0,0,0,0,1053,535,0,0,264,0,0,0,34,25,295,113,0
RIVERBANK UNIFIED SCHOOL DISTRICT,46971,5546,2897,413,100,0,22,145,567,1502,0,0,0,0,34261,28417,23,0,213,0,0,7,113,0,0,4389,0,0,1099,0,7164,0,4396,0,0,0,0,1426,0,0,0,187,0,0,0,0,0,182,244,0
OAKDALE JOINT UNIFIED SCHOOL DISTRICT,65810,3150,822,958,81,0,32,67,236,1035,0,0,0,0,39959,31942,36,0,377,0,0,21,58,0,0,5856,0,0,1669,0,22701,0,16405,0,0,0,0,2989,938,0,0,364,0,0,0,366,36,0,373,0
WATERFORD UNIFIED SCHOOL DISTRICT,29630,2343,522,690,73,0,17,55,10,1049,0,0,0,0,19670,17790,18,0,123,0,0,14,73,0,0,959,0,0,693,0,7617,0,3684,0,0,0,0,2507,193,0,0,2,0,0,0,476,0,0,157,0
CENTRAL CALIFORNIA MIGRANT HEAD START JPA,31138,30772,0,0,0,0,0,0,0,0,0,0,0,30772,192,0,0,0,0,0,0,0,0,0,0,192,0,0,0,0,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHATOM UNION SCHOOL DISTRICT,9337,850,193,105,24,0,0,29,0,523,0,0,0,0,4689,3423,5,0,40,0,0,0,32,0,0,994,0,0,195,0,3798,0,3012,0,0,0,0,400,119,0,0,0,0,0,0,0,0,0,82,0
HART RANSOM UNION ELEMENTARY SCHOOL DISTRICT,13263,449,87,125,14,0,0,0,10,227,0,0,0,0,10236,9182,4,0,87,0,0,0,16,0,0,610,0,0,337,0,2578,0,1253,0,0,0,0,654,1,0,0,75,0,0,0,0,0,0,235,0
NEWMAN-CROWS LANDING UNIFIED SCHOOL DISTRICT,48470,3683,814,524,87,0,24,206,390,1725,0,0,0,0,34071,26603,54,0,231,0,0,28,166,0,0,5915,0,0,1074,0,10716,0,6901,0,0,0,0,1654,721,0,0,305,0,0,0,0,0,0,334,0
BRITTAN ELEMENTARY SCHOOL DISTRICT,5683,260,76,0,12,0,0,0,55,129,0,0,0,0,3361,2641,3,0,32,0,0,0,10,0,0,554,0,0,121,0,2062,0,1414,0,0,0,0,10,37,0,0,43,0,0,0,0,0,358,68,0
BROWNS ELEM SCH DIST,1694,91,31,0,3,0,0,0,33,27,0,0,0,0,1200,973,2,0,10,0,0,0,2,0,0,170,0,0,43,0,403,0,360,0,0,0,0,2,0,0,0,11,0,0,0,0,0,0,16,0
EAST NICOLAUS JT UHS DIST,4567,99,11,0,3,0,0,0,45,43,0,0,0,0,2942,2240,2,0,22,0,0,8,47,0,0,527,0,0,96,0,1526,0,1222,0,0,0,0,19,0,0,0,47,0,0,0,0,0,0,21,0
FRANKLIN ELEM SCH DIST,5433,224,50,0,9,0,0,0,88,86,0,0,0,0,3747,3036,3,0,33,0,0,0,6,0,0,546,0,0,123,0,1462,0,1052,0,0,0,0,53,0,0,0,99,0,0,0,0,0,0,24,0
LIVE OAK UNIF SCH DIST,27797,1993,601,330,56,0,21,25,15,1001,0,0,0,0,18944,16235,16,0,131,0,0,15,76,0,0,1821,0,0,650,0,6860,0,4600,0,0,0,0,12,540,0,0,28,0,0,0,0,0,0,227,0
MARCUM ILLINOIS UNION ELEM SCHOOL DIST,2889,95,15,0,2,0,0,0,22,58,0,0,0,0,2073,1604,2,0,11,0,0,0,10,0,0,381,0,0,65,0,721,0,435,0,0,0,0,163,0,0,0,28,0,0,0,0,0,0,19,0
MERIDIAN ELEM SCH DIST,1750,227,14,157,1,0,0,0,36,20,0,0,0,0,775,672,1,0,4,0,0,0,2,0,0,96,0,0,0,0,748,0,199,0,0,0,0,102,0,0,0,5,0,0,0,412,0,0,29,0
NUESTRO ELEM SCH DIST,2227,22,0,0,2,0,0,0,22,0,0,0,0,0,1653,1390,1,0,11,0,0,0,0,0,0,209,0,0,42,0,552,0,245,0,0,0,0,0,0,0,0,15,0,0,0,253,0,0,16,0
PLEASANT GROVE JT UNION ELEM SCH DIST,2008,71,24,0,6,0,0,0,7,40,0,0,0,0,1342,1070,1,0,12,0,0,0,3,0,0,205,0,0,51,0,595,0,514,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,19,0
SUTTER UNION H SCH DIST,9959,270,49,136,10,0,9,0,10,66,0,0,0,0,6782,5356,5,0,54,0,0,20,5,0,0,1126,0,0,216,0,2907,0,2624,0,0,0,0,67,0,0,0,39,0,0,0,0,0,0,18,0
YUBA CITY UNIFIED SCHOOL DISTRICT,186432,14417,4106,2567,327,0,127,251,459,6718,0,0,0,189,130819,100389,85,0,937,0,0,17,452,0,0,24477,0,0,4462,0,41196,0,31155,0,0,0,5320,1910,51,0,2,96,0,0,0,131,74,0,802,0
WINSHIP-ROBBINS SCHOOL DISTRICT,3455,137,21,0,1,0,0,0,46,70,0,0,0,0,1765,1460,2,0,10,0,0,0,6,0,0,238,0,0,49,0,1553,0,777,0,0,0,0,0,0,0,0,0,0,0,0,697,6,0,48,0
